,pressure,perimeter,polygon_perimeter,feret_d,area,label,centroid_x,centroid_y,stresstensor_eigval1,stresstensor_eigval2,stresstensor_orientation,stresstensor_anisotropy,inertiatensor_eigval1,inertiatensor_eigval2,inertiatensor_orientation,inertiatensor_anisotropy,moments_hu_1,moments_hu_3,bbox_x,bbox_y
cell_16,0.577935,442.0315292925759,424.979597082421,156.06408939919524,10925,45.0,713.5960640732266,378.6035697940503,0.023849514582010147,0.016363378282830444,1.2115325455826176,0.18616259030011417,1231.1070967736837,655.4750992476593,0.8201076145635701,0.3051189599583777,0.17268486920103826,1.1370262648825965e-05,134,135
cell_17,0.626669,386.2497833620557,377.4238026475978,127.3459854098275,9555,46.0,398.818315018315,377.9953950811094,0.023178527054822824,0.015843698383820472,0.47609692296739103,0.18796541172505116,887.0180694763609,679.829904595367,1.1992592982781343,0.13223246180200832,0.16398199623984594,9.11862512616394e-05,100,124
cell_18,0.845158,378.19090885901,367.5196122485767,127.03542812932147,9221,47.0,501.76661967248674,380.21689621516106,0.03036215973663663,0.02460870593459624,0.3135192526483759,0.10466369288143237,847.6732841741389,653.9022470160652,1.3442259364084843,0.12904514833461866,0.1628430247467958,9.599910067207182e-05,101,127
cell_19,1.474674,321.22034611053283,309.05729347951177,108.17116066678771,7002,49.0,201.6372465009997,372.97029420165666,0.068000718724387,0.05378777208897846,0.6750249023951119,0.11670188652874547,684.2334164924706,458.92060054644446,0.9212826190677305,0.19709751493473174,0.16326107069964513,5.174785671856839e-07,91,105
cell_20,0.638625,400.7766952966369,386.83442415111875,139.61733416735902,9602,51.0,303.3005623828369,386.44813580504064,0.022405756270312136,0.017114094517766486,0.3531859712025172,0.13389882924714655,982.622950136027,637.9818455934089,0.8258293962336981,0.21266202929351125,0.16877783750566921,0.0004322007855980128,113,126
cell_21,0.907424,369.4629867976521,356.4838700425826,124.80785231707178,8838,52.0,597.3032360262503,383.92192803801765,0.03463397629475218,0.024921697787785236,0.042120673187222235,0.1630789787301681,798.573165359634,645.8128334857926,0.5766047604408943,0.10576143219052994,0.16342905621695258,0.000252620037574368,107,114
cell_22,1.232795,292.3919189857867,282.97569954000693,94.93682109698007,5709,54.0,890.6903135400245,382.79506043089856,0.0615331098525996,0.05139765185959738,1.2025554335510946,0.08974931045654627,501.8943332940308,436.80468493033663,0.2088641991299155,0.06934027531723322,0.1644244207784844,0.0004332512514854382,90,91
cell_23,0.953913,296.1614716074871,288.6295689275347,107.11675872616759,5658,55.0,796.1120537292329,392.81212442559206,0.048306434308134374,0.029496981253802047,1.133205251024562,0.24175613523494757,565.5312933374169,382.9678664717157,1.3311554514855215,0.19247610815220814,0.16763859310871904,0.0003683439056587432,84,107
cell_24,0.785487,442.8599564173221,424.4809057253603,142.88806808127822,11725,59.0,854.8223454157783,467.5563326226013,0.021698928739440997,0.020114241928137228,0.94118088157386,0.037899226152981726,1057.3714618451706,855.6822684579288,0.023801572443461212,0.10542787700755625,0.16316023286167158,3.861421287064396e-05,136,134
cell_25,1.190927,315.56349186104046,305.7079051083261,105.47511554864494,6560,60.0,457.6592987804878,463.5689024390244,0.05271170351730099,0.04960902090109799,1.1790546550207,0.030323110336043384,597.7116773848661,470.7210038456142,1.456848734548556,0.11885697224555203,0.16287083555342685,0.00014301863791169479,87,105
cell_26,1.293146,305.62236636408613,296.6661390203401,101.35580891098448,6248,61.0,248.62612035851473,461.9254161331626,0.06568925860651184,0.05561355051937446,0.09255985923408223,0.08306244644904273,553.1450725686733,474.6151484741477,0.12685780262912502,0.07640879894616362,0.16449427353438234,0.00046824333617453826,90,90
cell_27,1.315662,316.5929291125633,308.3375770750378,104.65658125507444,6820,62.0,639.8404692082112,464.9934017595308,0.057944172097573916,0.05014377187470297,1.2716431740643088,0.07216716255488809,583.377842375186,513.5736434866488,0.005510243323501955,0.06363471838838389,0.16084332637270304,3.0068097885671344e-05,93,96
cell_28,1.542553,321.6639969244288,309.52658084510654,105.58882516630251,6966,64.0,547.2662934252081,470.6744186046512,0.059116361283996874,0.05779843365091839,0.5563385466934314,0.011272547959496082,594.7553297324216,522.5163623565229,0.3163424480428248,0.06465658074701124,0.16038927535012124,9.820620772768724e-06,95,98
cell_29,0.924211,379.2203461105329,366.580401988295,136.69308687713507,9014,65.0,362.4251164854671,471.224983359219,0.03331950506925107,0.02678368872449196,1.097285569255945,0.10874324527891417,976.0634550897421,541.1136790765761,0.15339807123758495,0.28668358243625186,0.16831341625985335,2.552089035811204e-05,126,98
cell_30,1.071363,345.56349186104046,335.6166068191902,113.84638773364749,7890,66.0,741.1353612167301,471.63700887198985,0.04208397754264103,0.03772781412582063,1.5177600026154006,0.05458044890053229,749.7747342002382,543.5306938897385,0.19174265710779076,0.15947048224725388,0.16391703778073216,0.0001817821355135014,105,102
cell_31,0.654714,454.00209204105306,437.2959607568142,160.0781059358212,11368,68.0,294.350633356791,554.1761963406052,0.02542914353394391,0.017716329067970608,0.44063495567611755,0.1787630080480578,1304.4653362364334,669.5932892183164,1.335084534940928,0.32160749373482567,0.17365047725675137,0.0002404316811379409,118,160
cell_32,1.245403,361.26197667087547,350.16382752807834,121.2023102090055,8626,69.0,700.000231857176,549.7885462555066,0.046431520331232275,0.04030308736793446,0.8028694362796799,0.07065729731036402,803.8742936128161,605.4517332717573,0.9806984013479357,0.1407925182363144,0.16338117631400112,0.00017448625411099801,102,119
cell_33,1.013831,359.90663761154804,348.1822467201021,119.54078801814885,8319,71.0,496.38357975718236,547.8300276475538,0.0412612829417565,0.03130777463296977,0.06057070951665183,0.13715912320533227,787.8861326596664,573.7001945537576,0.49198971811288433,0.15730617576357017,0.1636718748904224,8.844599295579187e-05,103,110
cell_34,0.757094,416.5756851698602,400.070668448984,133.09395177843356,10562,72.0,600.7014769929938,557.4693239916683,0.02414369954824675,0.01877935126726838,0.26403572175841966,0.1249759320239034,885.0651094375082,822.9184465113854,1.4123809879915163,0.03638598434374062,0.16171024010120183,1.680932076506198e-06,120,131
cell_35,1.177769,338.97770542341357,324.7447750107732,115.10864433221339,7277,75.0,204.43053456094543,552.1280747560808,0.053318242231296976,0.04097861560840317,0.14477495853033795,0.13085936165413423,722.673869405823,498.59708971852626,0.8103453962095064,0.18347834934841953,0.16782615901117898,0.0005917185433233505,97,107
cell_36,1.137316,358.2325394193526,350.52748318206255,121.80722474467596,8377,76.0,905.617882296765,553.7396442640563,0.04421637212519515,0.03602364950650858,1.0386373532928856,0.10210269703428805,851.1795412133457,540.5584324492845,0.8324773943138221,0.22318936081524102,0.16613799375225383,0.000133784320632431,104,119
cell_37,1.391265,330.04877323527904,320.50683802688405,109.12836478203089,7390,77.0,802.9190798376184,551.3801082543978,0.059491503823846895,0.047418287201819516,1.0620268347174624,0.11292900777561987,690.4980342608378,507.58354701876914,0.4030213570429515,0.15267281468988736,0.16212200017315384,1.4125676594998347e-06,100,101
cell_38,0.881976,357.37972567696687,350.14833552451114,125.87692401707312,8327,79.0,393.14711180497176,556.8837516512549,0.03648079206810509,0.030194343307604378,0.1007788258079486,0.09428475435523358,804.4890040339396,568.7496484984638,0.6842494039992151,0.17166670563834371,0.16491397292331011,9.46877291666342e-05,99,106
cell_39,1.099831,358.53405460951757,346.8899031196647,116.46887996370532,8563,83.0,457.13651757561604,630.4941025341586,0.03925014668193025,0.03403951103792884,1.2972161424878228,0.07109646580583626,704.1244576621971,674.7647007089441,0.7356298590728146,0.02129232561951182,0.16102874674426498,6.181014359828893e-05,104,113
cell_40,1.328846,332.14927829866735,323.08607559607884,114.5294721894762,7275,84.0,756.4166323024054,625.7083161512028,0.05761287582788265,0.04819324747602751,1.1077697815958347,0.08902725152115114,738.1989446397713,471.6305033828071,0.3061737325608032,0.22033555365399685,0.16629958048420324,0.00021753509750833364,104,96
cell_41,1.365279,296.5340546095176,289.0261564809233,101.39033484509261,5890,85.0,854.4648556876061,627.4251273344652,0.06956119918206623,0.05723508040445404,1.4238063402845427,0.09721199090231493,559.2288981273218,402.5966886777433,0.37899011987290265,0.16284886948149305,0.16329806227590238,5.345899979714387e-05,94,92
cell_42,0.882877,326.73506473629425,314.79446646471456,110.9414259868693,6800,86.0,552.5458823529411,639.2742647058824,0.03815243287927279,0.03301407210486043,0.8708433800935846,0.07220195477574694,657.1677799477013,461.7991584389767,0.6057047463546008,0.17459731365290052,0.16455396152745266,0.00018166437882012566,98,99
cell_43,1.088319,343.7411613907041,331.67096793588735,115.88356225108029,7751,87.0,654.3247322926075,640.2491291446265,0.045675710362361926,0.037215684881411054,0.9644321564221469,0.10206156448532469,754.7175160511233,512.06529654612,0.3805954084504369,0.19154997770099316,0.1634347584308145,1.110665181074754e-06,106,103
cell_44,1.574298,238.93607486307093,229.1311695598548,79.63039620647382,3576,88.0,257.78355704697987,634.0430648769575,0.07596922451256938,0.05243592157294303,0.4551496757412288,0.18327383019333324,343.487625829131,260.61188232615723,1.1975741256866212,0.1371888941873959,0.1689316297973401,0.0007815407730141179,70,79
cell_45,1.20001,308.8772003600252,299.2379882389074,107.70793842609746,6218,89.0,360.9486973303313,639.5061112898038,0.048137065125636855,0.03921907077300734,0.31743777253120603,0.10208778422819326,639.2474971409476,392.8349895459874,0.16907551362033918,0.2387527264278687,0.16598303098857112,3.94552869682408e-05,105,86
cell_46,0.662985,453.48737341529164,438.385823919803,151.40013210033868,12745,91.0,296.73134562573557,717.2510003923107,0.033312680899722225,0.029125937840042207,1.2118175961865347,0.06705374244631813,1183.7181302154877,906.9257440228413,1.148001268395748,0.13239576075264775,0.1640363965663656,0.00011676833826882023,127,151
cell_47,0.827609,416.95436482630055,397.3978882286244,133.46160496562297,10201,93.0,792.0808744240761,705.715714145672,0.03226571701758958,0.01801852485164921,0.4967929554231807,0.2833331404894073,953.5408136859228,744.8610929528957,0.5858388439815101,0.12286827983254547,0.1664936679383216,0.00023963550808820568,125,126
cell_48,0.82313,434.6589462905455,414.66668889452365,150.02999700059985,11031,94.0,691.6450911068806,732.6415556159913,0.026479469189185048,0.022539863684316864,0.4155765162905055,0.08036840311626912,1096.5744418038912,750.4971058879831,1.2289512724771465,0.18736541979024635,0.16744370843004935,0.0001068939962943054,123,147
cell_49,0.561183,456.46908345206197,434.737596892845,159.53056133543816,11441,95.0,506.6694344899921,727.4444541561053,0.01943562000691218,0.009374110287633942,0.35240673945271084,0.3492399830338901,1049.4971582606431,842.6729974825047,0.5856262055910032,0.10930526525343512,0.16538503240478525,4.938894208756392e-05,135,131
cell_50,0.99303,334.2497833620557,322.73150997844476,111.19802156513397,7428,96.0,406.5578890683899,719.0984114162628,0.04502278556806476,0.03233366326710814,0.12950151475012223,0.1640344469275463,692.3759558703463,516.9987303110356,1.0903866203820716,0.14501479778203955,0.16281296259846278,0.00012055363345009301,90,109
cell_51,1.004093,322.9360748630709,309.1032603949526,107.68936809174804,6694,98.0,600.5861965939647,720.1525246489393,0.054689018967301384,0.03324987982288952,0.24387292352384343,0.2437958564339366,653.2008775926765,447.51872756100016,1.553342274021523,0.1868615304648454,0.16443376234742707,0.00011152732623697213,85,106
cell_52,1.290225,299.5391052434009,290.5321378418134,105.89145385724005,5617,101.0,202.27042905465552,723.954780131743,0.045376320075522704,0.034486557194113886,1.4211197460354388,0.13635575443447046,580.873171123116,371.9234698630761,0.3203382650927047,0.2193014671459867,0.16962731724874344,0.00044676585260684305,89,78
cell_53,0.64155,513.3574311003804,488.7086032058253,168.67127793433,14656,13.0,347.86872270742356,123.26098526200873,0.005359255441146107,7.878061083738352e-05,0.1938809900578886,0.9710260799728795,1339.9693714882242,1077.6529097523526,0.12537523935689995,0.10850183826121372,0.16495785215888215,6.308947049813209e-05,153,160
cell_54,0.935284,373.8061325481597,358.80461178183907,123.23960402403117,8813,14.0,944.1483036423465,109.01826846703733,0.016531210943330814,0.0029194829337709444,0.14761270231394705,0.6998068087218327,822.3632814526135,617.7253632672614,0.7818968066353779,0.142100917839789,0.16340504308633552,1.4927356362616646e-05,108,114
cell_55,0.808231,412.3330444827409,393.7238135212158,140.03570973148243,10270,15.0,662.9576436222006,111.38841285296982,0.023573273351378224,0.009329116344029623,1.2494233024399455,0.4329216552114646,959.295620366417,720.4923247265881,0.18187342702270742,0.1421627630662673,0.16356260419600827,6.884592374182897e-05,127,120
cell_56,1.192609,320.5340546095176,311.0869838180461,106.17438485811914,6868,16.0,553.6051252184042,107.03246942341293,0.031295992477175384,0.019831028640556286,0.07194938196451132,0.22424470634067248,632.0768236373301,484.6731558197012,0.6363325839774655,0.13199343678456768,0.16260191896578788,0.0001073786011143647,98,100
cell_57,1.405999,356.1076477383248,343.3574614229692,116.49892703368559,8092,17.0,763.8106772120613,116.22293623331686,0.03408015595724095,0.03234442898271985,0.19022854006034523,0.026130791424439723,754.08877113456,579.5290959593566,1.4245255380445447,0.13089182402421318,0.16480695342238222,0.00021635677890411242,97,110
cell_58,0.959891,364.14927829866735,352.47713934689176,117.18361660232202,8768,18.0,144.89028284671534,123.08473996350365,0.020829967055492615,0.004257710131686247,1.1206940950606872,0.6605735875888771,723.4524512774336,687.1463728906383,1.2622978421811233,0.02573806086093084,0.16088034034763593,1.3860601719274419e-05,104,111
cell_59,1.278824,332.2914139223983,319.93761073913095,109.07336980216573,7119,19.0,458.17839584211265,124.34007585335019,0.032395182110669205,0.011214360519812604,0.04319664000096075,0.4856923579852411,615.4876636811333,549.384806278068,1.3079545884765955,0.056746862088156734,0.16362866553718236,0.0003474231608189047,94,109
cell_60,1.062069,388.9604614807105,372.6110787602133,131.54847015454038,9189,20.0,847.0462509522255,136.0432038306671,0.0183997786324736,0.012849964611800591,1.1709863035794925,0.1775955078187686,936.0320735429517,602.7448544605884,1.4066264706095695,0.21659229029043292,0.16745858395946678,0.00017478008263836867,110,131
cell_61,1.275334,297.48023074035524,289.17322150075546,96.40020746865642,5999,21.0,234.54559093182198,122.67944657442906,0.03726589435081058,0.024149606785277288,0.3861601515321558,0.21356640136289853,509.5440211015022,454.59431139437595,1.3461485520442387,0.056993595063145344,0.16071650816734095,1.1791349905847067e-05,80,93
cell_62,0.69686,347.7228714274745,338.4824362441904,116.04309544302927,7238,23.0,973.1315280464216,199.07778391820946,0.01658083860953529,0.0083265260073816,0.10625487576699319,0.33140048050476706,755.1533389239275,478.6963423352401,1.502758343124459,0.22406051627501145,0.1704683173886664,0.00026731480921809216,87,112
cell_63,0.561042,381.90663761154804,369.3074663523977,125.60254774486066,8444,28.0,102.03339649455235,209.1479156797726,0.007278666849103117,0.00225240758372873,1.4556024016163858,0.5273549483634657,821.5242078155907,621.3678854464293,1.3275137177957146,0.1387188434283105,0.1708777940859806,0.0008427030898931546,100,124
cell_64,1.064986,328.23253941935263,317.80808908778477,112.11155159036913,7178,36.0,150.13262747283366,285.5780161604904,0.03029975228971613,0.01848884776707998,0.9507332548764998,0.2420832839820524,632.7761020340538,527.447713735797,1.468279384501826,0.09078281868258974,0.16163608467119683,4.336591628371698e-05,96,112
cell_65,0.700435,386.492424049175,373.73627173683894,125.87692401707312,9650,41.0,942.6345077720207,295.38538860103625,0.024371511426338786,0.01123740631577815,0.10547150978802207,0.36884314220609105,819.5278945678305,742.7216027072643,0.9114294245937435,0.04916390883436554,0.16189113961399942,0.00010472615152078779,107,119
cell_66,1.305591,303.4568901432422,291.53869876312075,102.6498904042279,5227,48.0,120.43313564185958,362.4141955232447,0.029841829615423043,0.0001235801139880463,1.5513243506524605,0.9917518155030096,604.8754880896004,312.38252752145866,1.0343024563817544,0.31887751929132907,0.17548460218309914,0.0005482045570072219,85,99
cell_67,0.573087,392.0904037956216,375.73319515207436,130.64838307457157,8902,50.0,984.7180408896877,382.5583015052797,0.009394647244520724,0.007335288417094088,0.12943653758903562,0.12309424668928234,803.1933878196645,674.3118384386905,0.6881184854971664,0.08722916649665907,0.1659745255289098,0.00030980662198438683,115,121
cell_68,1.082691,413.9898987322333,401.8462237146386,133.843191832831,11351,58.0,151.7995771297683,461.2697559686371,0.01705599914105037,0.015213000409826071,0.2280167664301745,0.05711359995275228,926.7290391745156,896.4973765768929,0.7383666817998367,0.016581408834603427,0.16062253684709793,2.5994397556125924e-05,117,133
cell_69,1.4843,284.208152801713,273.3665701889731,94.25497334358543,5427,63.0,950.7919660954486,460.53970886309196,0.07632118408005037,0.04616336237083069,0.20485495272376256,0.24621736033707414,516.3642666228278,373.80052469129885,1.208716532399039,0.16015432571879853,0.16402520569635648,0.00021884076449512518,79,90
cell_70,1.228738,321.27922061357856,316.1939625342755,118.45674315968678,6173,70.0,112.39899562611372,552.9389275878827,0.023973367653095597,0.0012558479216933024,1.5293405273894645,0.9004449489941139,760.6114870261732,353.8110384028756,1.5629465360074482,0.3650325072769691,0.18053175529386822,0.0008511489481432885,73,116
cell_71,0.930381,307.237590053236,299.07220349448346,107.81465577554843,5859,73.0,992.6057347670251,543.3038061102577,0.027491133375759567,0.024678982724467825,0.7922822692103143,0.05390347696158347,644.5369063514531,353.7563983823875,1.122818114876119,0.2912776301215322,0.17038629539748085,5.7132727964955556e-05,82,95
cell_72,0.971481,418.8183258569795,405.0939899968185,143.69411957348845,10688,81.0,175.5050523952096,637.1928330838323,0.017555598283749113,0.01381705886730836,0.3476927891518107,0.1191655331724026,1093.9339121003634,692.1749294214251,0.7087541429543751,0.22493533055725445,0.16711347693879008,0.00010414206334899595,126,127
cell_73,1.126092,287.84776310850236,279.78168214638924,100.24470060806208,5472,82.0,948.3059210526316,619.5893640350877,0.047070522767352435,0.03177147058599764,1.0499306202223182,0.19404699869507702,586.3142943040767,340.6382256419638,0.9829092789988857,0.26503630269694306,0.16939921782639633,0.00027186704957052983,84,100
cell_74,0.740468,424.90158697766475,411.07343747368884,145.1240848377691,11498,92.0,905.8548443207515,713.5509653852844,0.018219677493459527,0.012859919342977253,0.17031579325288987,0.17245262796326413,1049.57940003773,821.4097606385226,1.5355203551084595,0.12195134220699468,0.16272300927780942,6.744984696371128e-05,118,145
cell_75,1.423933,271.4213562373095,266.41049389212463,102.70345661174214,4640,97.0,122.8842672413793,716.6883620689655,0.02860379678280536,0.0030970988229508563,1.4480017932578209,0.8046049637544948,594.5476232092251,239.5532869330902,1.3369320478523234,0.4256011856114212,0.17976312718584384,0.00034953202265207493,65,102
cell_76,0.586354,474.3929650063132,458.08374618514466,158.24032355881985,13157,103.0,836.0192293075929,805.4509386638291,0.004665642371194367,0.0024566453571259338,0.0006283913952730795,0.31015273439246416,1258.254702179197,922.1078208802141,0.013441213576048824,0.1541701793825152,0.16571882063231824,3.0857713106924225e-05,150,144
cell_77,0.856985,411.1198410471445,397.9039907525464,136.0588108135596,10185,104.0,171.99135984290623,798.4796269023074,0.010368738550711737,0.0017524432705687456,1.0141731593343553,0.71084613754542,949.9109640096641,740.8826798046125,0.12680593322414505,0.12362731843106697,0.16600821245108266,0.0001584150497573937,128,115
cell_78,0.658579,410.3746750430836,393.3425862474523,134.71822445385777,10209,105.0,358.2198060534822,804.1639729650309,0.01334811468724029,0.004254938037516575,1.2723483249357226,0.5165681653009597,973.9248429105116,701.6467375060341,0.36567072275203094,0.16249864141094433,0.1641269057122682,2.519176925308948e-05,128,123
cell_79,1.163474,293.76450198781714,285.37596139711167,98.18350166906862,5848,109.0,453.90919972640216,810.4045827633379,0.025814804575209085,0.010849108711789261,0.1253667170218593,0.4081859933027639,534.8714308771586,412.2799956338984,1.3698631348887194,0.12943171684261726,0.16196159824060485,7.312467373828073e-05,79,98
cell_80,0.896427,345.1614716074871,336.03849507730433,112.0044641967453,7703,110.0,627.7304946124887,817.0849019862392,0.027021627390173133,0.014794782904024688,0.9620717402289287,0.29239345032552844,697.7211478518059,557.9819523580503,0.799703186175674,0.11128362705356229,0.16301481243799248,6.106707660509955e-05,106,109
cell_81,1.346838,292.9360748630709,280.58959400498725,99.56907150315303,5392,111.0,732.0847551928783,808.3848293768546,0.04334931090412278,0.025135825232432053,0.8331763970394237,0.265948010023288,536.8721810599418,379.8430908094724,0.40994628007211276,0.17129537934962877,0.1700139599164344,0.0008921345622923017,90,86
cell_82,1.421187,300.73506473629425,287.1940199855289,98.32598842625484,5737,112.0,258.27523095694613,822.7591075474987,0.032712732785050005,0.014202792043874136,0.7979507487609566,0.394537646305178,546.3110517756489,403.85375508327127,1.149011672136642,0.14992903932457438,0.1656204997139481,0.0003900439204809113,86,98
cell_83,1.097811,315.9655121145938,306.1187841963542,112.0714058089752,6487,113.0,539.9711731154617,814.7185139509788,0.025441449548304646,0.006753081715106078,0.34961774775716054,0.58048268136887,651.2611410865745,424.28959359002164,0.6860190258150382,0.2110282111097253,0.16580094568777493,0.00016525267366048927,92,92
